Pressure,CO2 Weld Flow,Feed,Primary Weld Current,Wire Consumed,Secondary Weld Voltage
-0.04,0.03,53.23,131.31,904.92,20.32
-0.04,0.03,53.66,124.49,912.3,20.95
-0.04,0.01,54.15,130.69,920.49,20.36
-0.03,0,54.63,118.28,928.69,21.62
-0.03,0.03,52.05,135.81,936.89,20.79
-0.03,0.01,52.46,133.48,944.26,21.19
-0.03,0,52.94,132.3,952.95,20.63
-0.03,0,53.35,131.54,960.33,20.72
-0.03,-0.02,53.81,125.03,968.52,20.8
-0.03,-0.03,54.21,141.2,975.74,20.3
-0.03,-0.01,54.73,125.29,985.08,20.71
-0.03,-0.01,55.15,132.84,992.79,20.07
-0.03,0,55.56,136,1000.16,20.42
-0.03,0.03,53.05,134.08,1007.87,20.4
-0.03,0.03,53.45,141.18,1015.57,19.9
-0.03,0.01,53.89,134.39,1023.93,20.45
-0.03,0,54.26,107.91,1030.98,21.77
-0.03,0.03,54.7,131.25,1039.34,20.73
-0.03,0.02,55.09,136.05,1046.72,20.09
-0.03,0,55.5,134.51,1054.43,20.92
-0.03,0,55.9,137.4,1062.13,20.71
-0.02,-0.03,56.36,105.55,1070.82,21.9
-0.02,-0.01,53.96,124.24,1079.18,20.44
-0.02,-0.01,54.34,138.73,1086.89,19.85
-0.02,0,54.77,142.74,1095.41,19.69
-0.02,0,55.13,120.84,1102.62,21.25
-0.02,0,55.6,130.85,1111.97,20.64
-0.02,-0.01,56.02,134.16,1120.49,20.72
-0.02,0,56.5,145.03,1130,20.39
-0.02,0.01,56.86,126.09,1137.21,20.56
-0.02,0.02,57.28,122.86,1145.57,21.37
-0.03,0.03,57.69,139.35,1153.77,20.35
-0.03,0,55.38,134.15,1162.95,20.69
-0.03,-0.04,55.73,131.18,1170.33,21.44
-0.03,-0.03,56.09,128.23,1177.87,21.5
-0.03,-0.01,56.6,130.28,1188.69,20.27
-0.03,-0.01,56.93,141.59,1195.57,20.41
-0.03,-0.04,57.31,127.28,1203.44,21.41
-0.03,-0.03,57.75,142.46,1212.79,20.55
-0.03,-0.01,58.18,119.98,1221.8,21.29
-0.02,-0.01,58.48,127.14,1228.03,20.93
-0.02,0.02,56.25,131.26,1237.54,20.34
-0.02,0.02,56.63,125.88,1245.9,21.3
-0.02,0.01,56.99,135.43,1253.77,20.42
-0.02,0.01,57.39,125.19,1262.62,21.41
-0.02,0,57.77,124.75,1270.98,21.43
-0.02,-0.03,58.19,134.34,1280.16,20.41
-0.02,-0.03,58.52,144.64,1287.38,19.9
-0.02,-0.01,58.97,123.31,1297.38,20.73
-0.03,0,59.34,121.96,1305.41,20.57
-0.03,-0.02,57.1,121.41,1313.28,21.33
-0.03,-0.03,57.46,135.29,1321.64,20.96
-0.03,-0.02,57.9,135.69,1331.64,20.28
-0.03,0,58.25,141.24,1339.67,20.52
-0.03,0.01,58.62,114.73,1348.36,22.32
-0.03,0.01,59.02,124.25,1357.54,21.55
-0.03,0.01,59.36,123.73,1365.25,21.67
-0.03,-0.01,59.74,149.59,1374.1,20.59
-0.01,0.02,60.04,149.51,1380.82,20.06
-0.01,0,57.9,108.03,1389.67,21.94
-0.01,0.01,58.25,116.29,1398.03,22.07
-0.01,-0.02,58.64,142.2,1407.38,19.9
-0.01,-0.01,58.93,140.13,1414.26,20.08
-0.01,-0.03,59.3,119.73,1423.12,21.69
-0.01,-0.02,59.65,121.16,1431.64,22.39
-0.01,-0.02,60.02,126.45,1440.49,21.08
-0.01,0.02,60.33,132.09,1448.03,21.19
-0.01,0,60.7,141.06,1456.72,20.52
-0.01,0.03,58.66,120.34,1466.39,21.6
-0.01,0.03,58.98,124.63,1474.59,21.54
-0.01,-0.01,59.38,128.61,1484.59,21.55
-0.01,0.01,59.85,131.41,1496.23,20.39
-0.01,-0.01,60.27,117.14,1506.72,21.66
-0.01,-0.04,60.79,132,1519.67,21.4
-0.01,-0.03,61.28,142.74,1531.97,20.72
-0.01,-0.02,61.39,151.81,1534.75,20.09
-0.01,-0.01,59.38,128.14,1543.77,21.14
-0.01,-0.01,59.7,120.08,1552.13,21.75
-0.01,0.02,60.03,130.93,1560.82,20.87
-0.01,0.03,60.32,128.41,1568.36,21.93
-0.01,0,60.7,140.09,1578.2,21.36
-0.01,0,61,152.74,1586.07,20.22
-0.01,0.02,61.34,112.36,1594.75,21.8
-0.01,0.01,61.68,112.71,1603.77,22.06
-0.01,-0.02,62.04,137.25,1613.12,21.35
-0.01,-0.01,60.04,160.86,1620.98,19.73
-0.01,-0.01,60.37,149.76,1630,21.02
-0.01,0,60.7,105.45,1638.85,21.43
-0.01,-0.01,60.98,110.55,1646.39,22.23
-0.01,-0.01,61.34,137.95,1656.07,21.87
-0.01,0.01,61.65,160.14,1664.59,20.41
-0.01,0.02,61.99,141.16,1673.61,20.53
-0.01,0.01,62.29,117.24,1681.8,21.69
-0.02,0.01,62.59,113.44,1689.84,21.92
-0.02,-0.01,60.61,132.16,1697.05,21.06
-0.02,-0.03,60.93,143.39,1706.07,20.48
-0.02,-0.03,61.19,129.7,1713.28,21.14
-0.02,-0.02,61.49,120.39,1721.64,21.39
-0.02,-0.03,61.8,126.33,1730.49,20.83
-0.02,-0.01,62.14,134.03,1740,21.81
-0.02,0,62.39,136.08,1747.05,21.01
-0.02,0,62.69,138.34,1755.41,20.36
-0.01,0.01,63.04,139.95,1765.25,19.19
-0.01,0.02,61.14,131.66,1772.95,20.59
-0.01,-0.02,61.37,114.81,1779.67,21.78
-0.01,-0.03,61.7,115.25,1789.18,21.64
-0.01,-0.04,61.97,132.48,1797.21,21.16
-0.01,-0.03,62.23,156.46,1804.59,21.05
-0.01,-0.03,62.52,122.4,1812.95,21.3
-0.01,-0.03,62.81,124.08,1821.48,21.06
-0.01,-0.01,63.09,121.96,1829.51,21.37
-0.02,-0.01,63.33,124.71,1836.56,21.86
-0.02,-0.02,61.54,121.19,1846.23,21.28
-0.02,-0.03,61.78,124.3,1853.28,21.85
-0.02,-0.01,62.05,120.81,1861.64,23.05
-0.02,-0.01,62.3,115.33,1868.85,22.78
-0.02,0.02,62.55,137.75,1876.39,21.69
-0.02,0.01,62.79,138.09,1883.77,23
-0.02,0.01,63.07,128.05,1892.13,23.56
-0.02,0,63.34,110.79,1900.16,22.73
0.01,0,63.6,111.56,1907.87,22.23
0.01,-0.03,61.73,26.46,1913.61,36.51
0.01,-0.03,61.77,0,1914.75,0
0.01,-0.01,61.92,0,1919.51,0
0.01,-0.01,62.11,0,1925.41,0
0.01,-0.03,62.17,0,1927.21,0
0.01,-0.04,62.22,0,1928.85,0
0.01,-0.01,62.24,0,1929.51,0
0.01,-0.01,62.26,0,1930,0
0.01,0.01,62.27,0,1930.33,0
0.04,0.01,60.33,0,1930.66,0
0.04,0.01,60.34,0,1930.82,0
0.04,0,60.34,0,1930.98,0
0.04,0,60.34,0,1930.98,0
0.04,0.01,60.34,0,1930.98,0
0.04,0.01,60.34,0,1930.98,0
0.04,0.01,60.34,0,1930.98,0
0.04,0,60.34,0,1930.98,0
0.04,-0.03,60.34,0,1930.98,0
0.03,-0.02,60.34,0,1930.98,0
0.03,0,58.51,0,1930.98,0
0.03,0.01,58.51,0,1930.98,0
0.03,0.01,58.51,0,1930.98,0
0.03,0.01,58.51,0,1930.98,0
0.03,0.01,58.51,0,1930.98,0
0.03,0.01,58.51,0,1930.98,0
0.03,0,58.51,0,1930.98,0
0.03,-0.01,58.51,0,1930.98,0
0.05,-0.01,58.51,0,1930.98,0
0.05,-0.03,56.79,0,1930.98,0
0.05,-0.04,56.79,0,1930.98,0
0.05,-0.02,56.79,0,1930.98,0
0.05,0.03,56.79,0,1930.98,0
0.05,0,56.79,0,1930.98,0
0.05,0,56.79,0,1930.98,0
0.05,0.02,56.79,0,1930.98,0
0.05,0,56.79,0,1930.98,0
0.05,-0.01,55.17,0,1930.98,0
0.05,-0.04,55.17,0,1930.98,0
0.05,0,55.17,0,1930.98,0
0.05,-0.02,55.17,0,1930.98,0
0.05,-0.01,55.17,0,1930.98,0
0.05,0.03,55.17,0,1930.98,0
0.05,-0.01,55.17,0,1930.98,0
0.05,-0.01,55.17,0,1930.98,0
0.05,0.03,55.17,0,1930.98,0
3.36,0,0.98,0,32.95,0
3.36,0.03,0.98,0,36.23,0
3.36,0.01,0.98,0,36.89,0
3.36,0.03,0.98,0,37.87,0
3.36,0.01,0.98,0,38.52,0
3.36,0.01,0.98,0,38.85,0
3.36,0,0.98,0,39.18,0
3.36,0.01,0.98,0,39.51,0
3.36,-0.01,39.84,0,39.84,0
3.33,-0.02,40.16,0,40.16,0
3.33,0,40.66,0,40.66,0
3.33,-0.01,40.82,0,40.82,0
3.33,-0.01,40.98,0,40.98,0
3.33,0.03,40.98,0,40.98,0
3.33,-0.01,41.15,0,41.15,0
3.33,0.01,20.66,0,41.31,0
3.33,0.01,20.66,0,41.31,0
3.33,0.01,20.66,0,41.31,0
3.33,0,20.66,0,41.31,0
3.33,0,20.66,0,41.31,0
3.33,-0.02,20.66,0,41.31,0
3.33,-0.03,20.66,0,41.31,0
3.33,0,20.66,0,41.31,0
3.33,0.01,20.66,0,41.31,0
3.33,-0.02,13.77,0,41.31,0
3.26,-0.03,13.77,0,41.31,0
3.26,-0.01,13.77,0,41.31,0
3.26,-0.01,13.77,0,41.31,0
3.26,0,13.77,0,41.31,0
3.26,0.03,13.77,0,41.31,0
3.26,0.03,13.77,0,41.31,0
3.26,0.01,13.77,0,41.31,0
3.26,0,13.77,0,41.31,0
3.26,0.03,10.33,0,41.31,0
3.25,0.02,10.33,0,41.31,0
3.25,0.01,10.33,0,41.31,0
3.25,0.01,10.33,0,41.31,0
3.25,-0.01,10.33,0,41.31,0
3.25,0.01,10.33,0,41.31,0
3.25,-0.02,10.33,0,41.31,0
3.25,0.01,10.33,0,41.31,0
3.25,0.01,10.33,0,41.31,0
3.25,-0.01,8.26,2.11,41.31,0.04
3.3,0.03,8.26,1.3,41.31,0.08
3.3,0,8.33,2.05,41.64,0.04
3.3,-0.01,8.75,2.2,43.77,0.02
3.3,0,8.92,1.95,44.59,0.03
3.3,0.01,9.15,1.89,45.74,11.62
3.3,-0.02,9.64,3.76,48.2,40.23
3.3,0.02,9.67,3.1,48.36,40.23
3.3,-0.01,8.44,3.73,50.66,40.23
1.18,-0.01,8.55,3.53,51.31,40.23
1.18,-0.01,8.72,82.59,52.3,40.23
1.18,-0.01,11.48,264.36,68.85,28.49
1.18,-0.01,16.01,301.98,96.07,19.42
1.18,3.51,18.31,297.95,109.84,17.05
1.18,4.94,22.92,295.43,137.54,16.57
1.18,6.34,26.64,292.76,159.84,16.75
1.18,8.21,30.63,291.98,183.77,17.24
1.18,10.1,34.15,310.96,204.92,16.95
0.46,12.27,32.95,310.53,230.66,16.38
0.46,14.25,36.63,321.85,256.39,16.08
0.46,15.76,39.77,299.86,278.36,17.15
0.46,17.41,43.04,295.66,301.31,17.35
0.46,18.79,45.95,305.63,321.64,17.89
0.46,20.82,49.7,305.95,347.87,17.64
0.46,22.33,53,303.64,370.98,17.62
0.46,23.68,56.49,305.88,395.41,16.5
0.46,24.68,59.3,300.11,415.08,16.97
0.46,26.01,54.84,314.86,438.69,17.24
0.24,27.07,57.44,305.79,459.51,16.8
0.24,28.15,60.61,311.01,484.92,17.11
0.24,29.21,63.98,302.25,511.8,16.97
0.24,30.1,67.03,311.33,536.23,17.51
0.24,31.06,69.98,304.08,559.84,17.3
0.24,31.83,72.54,301.75,580.33,16.94
0.24,32.64,75.84,315.54,606.72,17.3
0.24,33.24,78.55,295.09,628.36,16.74
0.24,33.87,72.6,305.95,653.44,17.08
0.19,34.3,74.92,301.55,674.26,16.59
0.19,34.72,77.83,315.66,700.49,17.25
0.19,35.06,80.02,306.73,720.16,16.68
0.19,35.33,82.71,293.45,744.43,16.63
0.19,35.52,85.87,324.4,772.79,17.55
0.19,35.7,88.01,294.05,792.13,17.61
0.19,35.82,90.13,303.18,811.15,17.4
0.19,35.85,93.24,310.05,839.18,17.12
0.19,35.85,86.57,311.38,865.74,17.48
0.13,35.77,88.2,302,881.97,17.08
0.13,35.6,91.02,301.26,910.16,17.61
0.13,35.42,93.46,308.05,934.59,17.79
0.13,35.1,95.79,307.8,957.87,17.22
0.13,34.7,97.56,302.15,975.57,16.63
0.13,34.24,100.51,308.29,1005.08,17.06
0.13,33.59,102.92,300.5,1029.18,16.11
0.13,32.95,104.7,305.21,1047.05,16.87
0.13,32.17,97.7,292.68,1074.75,17.46
0.06,31.51,99.91,301.11,1099.02,17.07
0.06,30.57,101.97,307.19,1121.64,17.64
0.06,29.78,103.95,299.21,1143.44,17.63
0.06,28.84,106.17,301.45,1167.87,17.5
0.06,27.96,108.12,292.36,1189.34,17.17
0.06,26.94,110.54,308.63,1215.9,17.27
0.06,26.15,112.64,306.89,1239.02,17.74
0.06,25.2,114.58,305.25,1260.33,16.91
0.06,24.27,107.09,302.53,1285.08,18.13
0.07,23.52,108.99,304.54,1307.87,17.17
0.07,22.7,111.15,337.93,1333.77,16.82
0.07,21.95,113.29,304.28,1359.51,17.43
0.07,21.1,115.83,295.23,1390,17.55
0.07,20.46,117.58,300.71,1410.98,16.7
0.07,19.8,119.25,314.01,1430.98,16.74
0.07,19.25,120.83,297.45,1450,17.47
0.07,18.64,123.02,309.98,1476.23,17.78
0.07,18.16,115.59,315.31,1502.62,17.84
0.1,17.63,117.57,314.64,1528.36,15.85
0.1,17.17,119.29,292.86,1550.82,17.41
0.1,16.79,120.84,311.58,1570.98,17.61
0.1,16.43,122.93,314.73,1598.03,17.14
0.1,16.15,124.8,302.71,1622.46,18.32
0.1,15.81,126.53,305.35,1644.92,16.77
0.1,15.6,127.65,322.4,1659.51,17.72
0.1,15.38,130.16,299.81,1692.13,17.1
0.1,15.21,131.87,297.36,1714.26,16.53
0.13,15.05,123.79,315.98,1733.12,17.66
0.13,14.9,125.76,330.9,1760.66,17.4
0.13,14.8,127.97,290.15,1791.64,17.37
0.13,14.65,129.48,288.14,1812.79,16.38
0.13,14.56,130.48,306,1826.72,17.03
0.13,14.43,132.87,315.4,1860.16,17.41
0.13,14.36,134.26,293.26,1879.67,17.33
0.13,14.28,135.87,310.39,1902.13,16.54
0.13,14.23,137.65,317.45,1927.05,17.94
0.18,14.13,130.28,321.39,1954.26,17.25
0.18,14.11,131.54,321.23,1973.12,17.82
0.18,14.01,133.17,308.54,1997.54,16.75
0.18,13.98,134.59,339.45,2018.85,16.96
0.18,13.95,136.28,297.06,2044.26,17.56
0.18,13.91,138.02,291.15,2070.33,17.41
0.18,13.88,139.45,292.15,2091.8,17.68
0.18,13.87,140.91,323.95,2113.61,17.71
0.18,13.85,142.46,321.83,2136.89,17.53
0.18,13.8,135.36,291.38,2165.74,16.87
0.15,13.77,136.63,292.13,2186.07,15.97
0.15,13.78,138.13,312.36,2210,17.35
0.15,13.74,139.82,302.8,2237.05,16.83
0.15,13.7,141.39,300.75,2262.3,16.79
0.15,13.71,142.56,297.18,2280.98,17.46
0.15,13.69,144.14,314.64,2306.23,17.06
0.15,13.67,145.84,298.68,2333.44,17.54
0.15,13.67,147.25,300.2,2356.07,17.71
0.15,13.65,139.95,343.75,2379.18,17.21
0.14,13.66,141.78,318.73,2410.33,17.71
0.14,13.66,143.09,332.83,2432.46,17.38
0.14,13.72,144.24,305.94,2452.13,17.11
0.14,13.71,145.69,300.3,2476.72,17.15
0.14,13.72,147.04,315.65,2499.67,18.05
0.14,13.72,148.37,315.24,2522.3,18.19
0.14,13.71,149.72,302.31,2545.25,17.2
0.14,13.7,151.53,316.84,2576.07,17.85
0.14,13.72,144.66,313.44,2603.94,17.78
0.08,13.7,145.88,309.15,2625.9,17.3
0.08,13.71,147.16,319.55,2648.85,17.72
0.08,13.72,148.33,298.95,2670,17.55
0.08,13.75,149.54,298.58,2691.8,16.88
0.08,13.75,151.09,311.38,2719.67,17.11
0.08,13.8,152.48,302.59,2744.59,17.78
0.08,13.82,153.5,317.54,2762.95,17.51
0.08,13.82,155.09,315.06,2791.64,18.04
0.08,13.85,148.18,300.48,2815.41,17.58
0.08,13.88,149.32,304.86,2837.05,17.47
0.08,13.92,150.51,293.29,2859.67,17.85
0.08,13.93,151.98,300.78,2887.54,16.55
0.08,13.95,153.13,315.16,2909.51,17.37
0.08,13.95,154.31,304.78,2931.8,17.86
0.08,13.98,155.42,305.65,2952.95,17.44
0.08,13.99,156.83,310,2979.84,17.37
0.08,14.05,158.08,302.65,3003.61,17.08
0.08,14.08,151.19,289.91,3023.77,17.07
0.09,14.13,152.48,291.96,3049.67,17.45
0.09,14.15,153.65,309.93,3072.95,17.52
0.09,14.19,154.93,308.59,3098.53,16.37
0.09,14.21,155.93,306.86,3118.69,16.22
0.09,14.25,157.2,307.58,3143.94,17.81
0.09,14.28,158.17,304.64,3163.44,17.31
0.09,14.34,159.42,292.34,3188.36,17.58
0.09,14.36,160.48,290.69,3209.67,17.69
0.09,14.36,154.07,290.14,3235.57,17
0.12,14.38,155.27,296.36,3260.66,16.65
0.12,14.44,156.32,300.51,3282.79,17.5
0.12,14.44,157.46,304.29,3306.56,18.05
0.12,14.48,158.52,284.63,3328.85,17.03
0.12,14.54,159.59,284.41,3351.48,17.46
0.12,14.57,160.66,291.28,3373.94,17.63
0.12,14.57,162.01,306.1,3402.3,17.78
0.12,14.59,163.16,315.11,3426.39,17.9
0.12,14.64,156.92,320.36,3452.13,17.87
0.17,14.68,158.12,315.96,3478.69,17.52
0.17,14.73,159.37,311.43,3506.23,17.93
0.17,14.8,160.31,331.94,3526.89,17.73
0.17,14.8,161.25,307.31,3547.54,18.27
0.17,14.8,162.49,307.48,3574.75,17.73
0.17,14.85,163.32,282.63,3593.12,17.71
0.17,14.89,164.57,273.28,3620.49,18.6
0.17,14.91,165.73,302.64,3646.07,18.59
0.17,14.92,159.61,288.15,3670.98,18.93
0.16,14.93,160.36,324.59,3688.36,18.29
0.16,14.92,161.53,301.5,3715.08,17.91
0.16,14.95,162.56,284.74,3738.85,17.75
0.16,14.97,163.67,302.75,3764.43,16.88
0.16,15,164.62,283.05,3786.23,17.87
0.16,15,165.6,301.01,3808.85,17.33
0.16,15.04,166.71,298.13,3834.43,18.66
0.16,15.06,167.51,290.16,3852.62,17.46
0.16,15.04,161.67,296.46,3880,17.43
0.14,15.06,162.65,295.5,3903.61,18.58
0.14,15.1,163.67,298.18,3928.03,18.19
0.14,15.1,164.45,282.81,3946.72,17.95
0.14,15.12,165.49,283.54,3971.8,17.53
0.14,15.15,166.41,316.66,3993.94,18.41
0.14,15.13,167.23,308.08,4013.44,16.9
0.14,15.13,168.32,295.38,4039.67,17.58
0.14,15.18,169.39,284.55,4065.25,18.19
0.14,15.15,163.65,287.68,4091.15,18.69
0.13,15.2,164.84,288.26,4120.98,17.98
0.13,15.2,166.1,286.5,4152.46,17.85
0.13,15.21,167.4,289.86,4185.08,18.88
0.13,15.23,168.79,281.54,4219.67,18.02
0.13,15.26,170.39,276.54,4259.67,18.94
0.13,15.26,171.86,295.08,4296.39,18.24
0.13,15.27,172.37,301.46,4309.18,18.12
0.13,15.27,166.68,287.24,4333.77,17.68
0.07,15.28,167.72,283.35,4360.66,18.52
0.07,15.3,168.42,294.93,4379.02,17.72
0.07,15.3,169.37,332.09,4403.61,17.49
0.07,15.32,170.32,260.53,4428.2,18.81
0.07,15.3,171.17,279.46,4450.33,19.01
0.07,15.32,172.01,292.71,4472.13,18.9
0.07,15.32,173.09,286.01,4500.33,18.9
0.07,15.32,173.89,297.98,4521.15,18
0.07,15.33,168.35,299.54,4545.57,17.57
0.08,15.36,169.25,292.31,4569.84,18.9
0.08,15.36,170.13,297,4593.61,18.35
0.08,15.41,171.18,285.44,4621.8,18.24
0.08,15.4,171.86,281.59,4640.16,17.8
0.08,15.38,172.76,281.6,4664.59,18.04
0.08,15.38,173.63,295.1,4688.03,18.75
0.08,15.41,174.39,284.68,4708.53,18.52
0.08,15.41,175.12,284.49,4728.2,18.87
0.08,15.39,169.91,295.74,4757.54,18.32
0.11,15.41,170.77,288.96,4781.48,18.77
0.11,15.41,171.48,300.16,4801.31,18.63
0.11,15.37,172.26,184.98,4823.28,18.52
0.11,15.4,172.57,38.75,4831.97,23.78
0.11,15.44,172.59,0,4832.62,0
0.11,15.44,172.76,0,4837.38,0
0.11,15.42,172.87,0,4840.33,0
0.11,15.42,173.14,0,4848.03,0
0.11,15.42,167.21,0,4849.02,0
0.16,15.44,167.23,0,4849.67,0
0.16,15.44,167.25,0,4850.33,0
0.16,15.44,167.27,0,4850.82,0
0.16,15.45,167.3,0,4851.8,0
0.16,15.43,167.31,0,4852.13,0
0.16,15.41,167.31,0,4852.13,0
0.16,15.37,167.33,0,4852.46,0
0.16,15.36,167.33,0,4852.62,0
0.16,15.31,161.75,0,4852.62,0
0.98,15.23,161.75,0,4852.62,0
0.98,15.08,161.75,0,4852.62,0
0.98,14.95,161.75,0,4852.62,0
0.98,14.67,161.75,0,4852.62,0
0.98,14.41,161.75,0,4852.62,0
0.98,14.1,161.75,0,4852.62,0
0.98,13.67,161.75,0,4852.62,0
0.98,13.23,161.75,0,4852.62,0
0.98,12.69,156.54,0,4852.62,0
1.68,12.18,156.54,0,4852.62,0
1.68,11.48,156.54,0,4852.62,0
1.68,10.88,156.54,0,4852.62,0
1.68,10.22,156.54,0,4852.62,0
1.68,9.59,156.54,0,4852.62,0
1.68,8.89,156.54,0,4852.62,0
1.68,8.34,156.54,0,4852.62,0
1.68,7.68,156.54,0,4852.62,0
1.68,7.09,156.54,0,4852.62,0
1.68,6.64,151.64,0,4852.62,0
2.33,6.12,151.64,0,4852.62,0
2.33,5.69,151.64,0,4852.62,0
2.33,5.18,151.64,0,4852.62,0
2.33,4.78,151.64,0,4852.62,0
2.33,4.36,151.64,0,4852.62,0
2.33,4.03,151.64,0,4852.62,0
2.33,3.7,151.64,0,4852.62,0
2.33,3.39,151.64,0,4852.62,0
2.33,3.08,147.05,0,4852.62,0
2.78,2.8,147.05,0,4852.62,0
2.78,2.62,147.05,0,4852.62,0
2.78,-0.03,147.05,0,4852.62,0
